# RNAseq_stressmatched_transcriptcounts.txt - counts to transcripts from multiBamCov
# Run from process_RNAseq.Rmd
# RNA_stressmatched_StefanBresson2020, date 26-09-2020
seqname	source	feature	start	end	score	strand	frame	attributes	RNA_A_30	RNA_B_30	RNA_C_GE	RNA_D_GE	RNA_E_42	RNA_F_42
chrIX	SGD	primary_transcript	375355	377277	.	+	.	ypd=2;ID=YIR010W_id002	2786	1833	2231	1352	1494	1399
chrIX	SGD	primary_transcript	377177	378262	.	-	.	ypd=37;ID=YIR011C_id018	3006	2008	3493	2413	1545	1541
chrIX	SGD	primary_transcript	378461	379878	.	+	.	ypd=38;ID=YIR012W_id037	7251	4630	2326	1596	874	863
chrIX	SGD	primary_transcript	379797	380841	.	-	.	ypd=1;ID=YIR013C_id001	46	23	80	32	62	43
chrIX	yeastutrgff	primary_transcript	381923	382507	.	+	.	ID=YIR015W_tx0	759	520	956	583	1093	935
chrIX	SGD	primary_transcript	383343	384129	.	-	.	ypd=4;ID=YIR017C_id012	1440	932	778	507	725	623
chrIX	SGD	primary_transcript	384588	385401	.	+	.	ypd=7;ID=YIR018W_id018	873	601	955	656	642	591
chrIX	yeastutrgff	primary_transcript	389447	393700	.	-	.	ID=YIR019C_tx0	772	472	623	377	214	236
chrIX	SGD	primary_transcript	397258	398445	.	+	.	ypd=14;ID=YIR021W_id041	1433	955	918	658	358	304
chrIX	SGD	primary_transcript	398716	399341	.	+	.	ypd=66;ID=YIR022W_id202	3457	2249	2279	1518	1362	1354
chrIX	yeastutrgff	primary_transcript	399752	402814	.	+	.	ID=YIR023W_tx0	4003	2390	2275	1422	1163	1188
chrIX	SGD	primary_transcript	402772	403535	.	-	.	ypd=7;ID=YIR024C_id065	891	620	968	672	814	754
chrIX	SGD	primary_transcript	403632	404892	.	+	.	ypd=7;ID=YIR025W_id024	736	444	773	489	683	572
chrIX	SGD	primary_transcript	404777	405987	.	-	.	ypd=41;ID=YIR026C_id248	3149	2126	1261	866	282	235
chrIX	yeastutrgff	primary_transcript	406135	407667	.	-	.	ID=YIR027C_tx0	101	62	65	44	280	220
chrIX	yeastutrgff	primary_transcript	408443	410500	.	+	.	ID=YIR028W_tx0	80	69	76	42	157	165
chrIX	SGD	primary_transcript	410678	411887	.	+	.	ypd=2;ID=YIR029W_id006	531	338	836	550	446	404
chrIX	SGD	primary_transcript	411982	412803	.	-	.	ypd=9;ID=YIR030C_id034	375	245	347	247	73	90
chrIX	SGD	primary_transcript	412946	414803	.	-	.	ypd=3;ID=YIR031C_id009	1404	985	2129	1433	1132	1056
chrIX	SGD	primary_transcript	414959	415679	.	-	.	ypd=17;ID=YIR032C_id026	229	166	296	198	241	247
chrIX	SGD	primary_transcript	416068	419565	.	+	.	ypd=1;ID=YIR033W_id002	9135	5791	6352	4442	2718	2672
chrIX	SGD	primary_transcript	419545	420771	.	-	.	ypd=16;ID=YIR034C_id022	5341	3579	2309	1605	2304	2190
chrIX	SGD	primary_transcript	422006	422891	.	-	.	ypd=83;ID=YIR036C_id122	2588	1737	2254	1412	2713	2824
chrIX	SGD	primary_transcript	423067	423766	.	+	.	ypd=267;ID=YIR037W_id252	5843	3752	3732	2526	5871	5595
chrIX	SGD	primary_transcript	423687	424536	.	-	.	ypd=15;ID=YIR038C_id185	3553	2391	3188	2084	7216	7208
chrIX	SGD	primary_transcript	430339	432364	.	-	.	ypd=3;ID=YIR039C_id001	619	391	1919	1258	4845	4471
chrIX	SGD	primary_transcript	432511	434436	.	+	.	ypd=4;ID=YIR041W_id001	32	34	90	73	128	129
chrX	SGD	primary_transcript	435126	436040	.	+	.	ypd=216;ID=YJL001W_id285	8753	5815	6334	4340	7623	7516
chrX	SGD	primary_transcript	433114	434707	.	-	.	ypd=27;ID=YJL002C_id059	16920	11296	8045	5680	5363	5119
chrX	SGD	primary_transcript	432597	433192	.	+	.	ypd=34;ID=YJL003W_id169	1058	718	1099	772	1247	1156
chrX	SGD	primary_transcript	431319	432229	.	-	.	ypd=9;ID=YJL004C_id025	2816	2004	2070	1386	1628	1435
chrX	yeastutrgff	primary_transcript	425132	431362	.	+	.	ID=YJL005W_tx0	8812	5773	11763	7869	10324	10147
chrX	SGD	primary_transcript	423085	424168	.	-	.	ypd=14;ID=YJL006C_id022	1238	835	1471	1052	347	360
chrX	SGD	primary_transcript	419802	421706	.	-	.	ypd=25;ID=YJL008C_id052	17201	11068	8216	5784	4603	4793
chrX	SGD	primary_transcript	417538	419587	.	-	.	ypd=3;ID=YJL010C_id021	4610	2977	1486	983	382	366
chrX	SGD	primary_transcript	414121	414795	.	-	.	ypd=15;ID=YJL011C_id096	1310	874	429	298	125	117
chrX	SGD	primary_transcript	411163	413430	.	-	.	ypd=35;ID=YJL012C_id026	9215	6180	5002	3375	2812	3033
chrX	yeastutrgff	primary_transcript	409368	411065	.	-	.	ID=YJL013C_tx0	2006	1385	2209	1530	1280	1229
chrX	SGD	primary_transcript	407533	409283	.	+	.	ypd=55;ID=YJL014W_id142	16337	10756	8083	5783	5175	5324
chrX	SGD	primary_transcript	402794	405490	.	+	.	ypd=3;ID=YJL019W_id005	2726	1763	1909	1283	1090	1072
chrX	yeastutrgff	primary_transcript	398812	402435	.	-	.	ID=YJL020C_tx0	9453	5865	11802	7057	11748	11750
chrX	SGD	primary_transcript	397198	398415	.	-	.	ypd=3;ID=YJL023C_id005	1018	646	1776	1189	749	720
chrX	SGD	primary_transcript	395741	396634	.	-	.	ypd=9;ID=YJL024C_id063	1986	1300	1312	918	1081	1037
chrX	SGD	primary_transcript	393887	395659	.	+	.	ypd=7;ID=YJL025W_id004	1522	1001	422	297	316	286
chrX	SGD	primary_transcript	392361	393744	.	+	.	ypd=145;ID=YJL026W_id145	16073	10758	9339	6237	11714	9615
chrX	yeastutrgff	primary_transcript	391286	391771	.	+	.	ID=YJL028W_tx0	5	1	5	3	7	8
chrX	SGD	primary_transcript	388285	390914	.	-	.	ypd=27;ID=YJL029C_id009	3630	2459	3441	2311	1978	1934
chrX	SGD	primary_transcript	387613	388386	.	+	.	ypd=31;ID=YJL030W_id049	1388	899	914	663	1031	985
chrX	SGD	primary_transcript	386257	387499	.	-	.	ypd=2;ID=YJL031C_id006	2380	1574	2489	1782	1430	1514
chrX	SGD	primary_transcript	383811	386230	.	+	.	ypd=12;ID=YJL033W_id007	6358	4099	2770	1791	519	445
chrX	SGD	primary_transcript	381289	383582	.	+	.	ypd=214;ID=YJL034W_id090	41245	26053	66068	42308	325422	223117
chrX	SGD	primary_transcript	380155	381054	.	-	.	ypd=90;ID=YJL035C_id062	802	524	550	422	1742	1099
chrX	SGD	primary_transcript	378706	380250	.	+	.	ypd=20;ID=YJL036W_id021	2468	1664	4408	3032	3698	3400
chrX	yeastutrgff	primary_transcript	376637	377461	.	+	.	ID=YJL037W_tx0	69	52	81	49	137	106
chrX	SGD	primary_transcript	374957	375860	.	-	.	ypd=1;ID=YJL038C_id001	24	32	30	17	100	69
chrX	yeastutrgff	primary_transcript	368623	373824	.	-	.	ID=YJL039C_tx0	9593	6263	6213	4228	2249	2513
chrX	SGD	primary_transcript	365726	368483	.	+	.	ypd=4;ID=YJL041W_id008	9330	5722	4731	3009	2624	2648
chrX	SGD	primary_transcript	361181	365598	.	+	.	ypd=1;ID=YJL042W_id002	6223	4082	24042	14407	17192	12696
chrX	SGD	primary_transcript	358232	359713	.	-	.	ypd=16;ID=YJL044C_id077	4373	2781	4712	3193	2321	2056
chrX	yeastutrgff	primary_transcript	355999	358053	.	+	.	ID=YJL045W_tx0	96	76	96	60	1225	1359
chrX	SGD	primary_transcript	352354	353683	.	+	.	ypd=8;ID=YJL046W_id015	1360	922	1813	1224	1018	1031
chrX	yeastutrgff	primary_transcript	349455	352133	.	-	.	ID=YJL047C_tx0	1846	1224	2470	1696	1283	1313
chrX	SGD	primary_transcript	347301	348657	.	-	.	ypd=11;ID=YJL048C_id080	1896	1244	3424	2430	3400	3386
chrX	SGD	primary_transcript	342474	345802	.	+	.	ypd=3;ID=YJL050W_id006	13276	8886	4175	2822	733	560
chrX	SGD	primary_transcript	339712	342466	.	+	.	ypd=3;ID=YJL051W_id003	2706	1778	1164	844	604	770
chrX	SGD	primary_transcript	338197	339398	.	+	.	ypd=40;ID=YJL052W_id055	13890	9029	39884	27139	39226	32810
chrX	SGD	primary_transcript	335850	337204	.	+	.	ypd=6;ID=YJL053W_id026	2480	1690	3476	2387	2655	2380
chrX	SGD	primary_transcript	334265	335779	.	+	.	ypd=5;ID=YJL054W_id054	4911	3256	2628	1925	1606	1632
chrX	yeastutrgff	primary_transcript	330306	333098	.	-	.	ID=YJL056C_tx0	2092	1292	1003	619	921	798
chrX	SGD	primary_transcript	328045	330141	.	-	.	ypd=2;ID=YJL057C_id005	1744	1222	3420	2295	6214	5713
chrX	SGD	primary_transcript	326212	327906	.	-	.	ypd=1;ID=YJL058C_id008	864	603	755	523	283	323
chrX	SGD	primary_transcript	324929	326274	.	+	.	ypd=13;ID=YJL059W_id016	1527	1022	1385	963	801	835
chrX	SGD	primary_transcript	323369	324817	.	+	.	ypd=21;ID=YJL060W_id057	5117	3212	3455	2293	2590	2363
chrX	SGD	primary_transcript	319976	322303	.	+	.	ypd=3;ID=YJL061W_id019	5081	3480	3803	2761	1734	1843
chrX	SGD	primary_transcript	317259	319868	.	+	.	ypd=2;ID=YJL062W_id011	3841	2579	2321	1535	1076	1163
chrX	SGD	primary_transcript	316694	317157	.	+	.	ypd=27;ID=YJL062W-A_id178	1865	1197	1583	987	1985	1794
chrX	SGD	primary_transcript	315680	316498	.	-	.	ypd=94;ID=YJL063C_id086	2189	1441	1892	1200	952	940
chrX	SGD	primary_transcript	314939	315591	.	-	.	ypd=31;ID=YJL065C_id064	1425	889	984	621	473	498
chrX	SGD	primary_transcript	313900	314910	.	-	.	ypd=72;ID=YJL066C_id031	1373	910	2581	1692	3862	3327
chrX	SGD	primary_transcript	312913	313938	.	-	.	ypd=31;ID=YJL068C_id084	3993	2646	2933	2023	4018	4114
chrX	SGD	primary_transcript	310833	312707	.	-	.	ypd=4;ID=YJL069C_id017	4520	2969	1021	734	272	235
chrX	SGD	primary_transcript	306039	307975	.	+	.	ypd=1;ID=YJL071W_id002	2348	1516	1257	941	615	617
chrX	SGD	primary_transcript	305058	305899	.	-	.	ypd=10;ID=YJL072C_id051	1507	987	922	625	454	427
chrX	SGD	primary_transcript	303067	305205	.	+	.	ypd=2;ID=YJL073W_id002	2990	1900	1362	904	2112	1541
chrX	yeastutrgff	primary_transcript	299032	302874	.	-	.	ID=YJL074C_tx0	5181	3345	1994	1369	1571	1167
chrX	SGD	primary_transcript	295208	298985	.	+	.	ypd=1;ID=YJL076W_id002	10779	6800	5767	3612	3045	2869
chrX	yeastutrgff	primary_transcript	294541	295086	.	-	.	ID=YJL077C_tx0	40	25	47	36	25	24
chrX	SGD	primary_transcript	290994	294062	.	-	.	ypd=3;ID=YJL078C_id009	8034	4838	4800	2776	3432	4236
chrX	SGD	primary_transcript	289691	290938	.	-	.	ypd=102;ID=YJL079C_id072	7019	4295	3686	2239	1142	1089
chrX	SGD	primary_transcript	285449	289412	.	-	.	ypd=2;ID=YJL080C_id003	27092	16942	8692	5781	3927	3696
chrX	SGD	primary_transcript	283654	285325	.	-	.	ypd=12;ID=YJL081C_id028	5423	3580	3684	2458	1946	1902
chrX	SGD	primary_transcript	281069	283598	.	+	.	ypd=1;ID=YJL082W_id001	2591	1531	9435	6329	6476	5253
chrX	SGD	primary_transcript	278806	281032	.	+	.	ypd=7;ID=YJL083W_id011	971	642	1775	1067	1202	1053
chrX	SGD	primary_transcript	274717	278115	.	-	.	ypd=3;ID=YJL084C_id002	3029	1798	3399	2143	2070	2184
chrX	yeastutrgff	primary_transcript	272802	274823	.	+	.	ID=YJL085W_tx0	2952	2007	2229	1582	1422	1496
chrX	SGD	primary_transcript	269795	272610	.	-	.	ypd=6;ID=YJL087C_id001	2915	1983	1350	931	636	555
chrX	SGD	primary_transcript	268777	269895	.	+	.	ypd=72;ID=YJL088W_id022	5168	3265	2457	1760	1294	825
chrX	yeastutrgff	primary_transcript	265901	268540	.	+	.	ID=YJL089W_tx0	199	127	553	351	4622	3456
chrX	SGD	primary_transcript	262674	265096	.	-	.	ypd=1;ID=YJL090C_id001	2271	1504	2369	1646	1195	1113
chrX	SGD	primary_transcript	260980	262560	.	-	.	ypd=12;ID=YJL091C_id041	3568	2438	3211	2142	3269	2806
chrX	SGD	primary_transcript	257239	261110	.	+	.	ypd=1;ID=YJL092W_id001	4873	3097	3925	2498	1786	1742
chrX	yeastutrgff	primary_transcript	254612	256837	.	-	.	ID=YJL093C_tx0	3842	2561	4276	3023	2230	2299
chrX	SGD	primary_transcript	251658	254487	.	-	.	ypd=1;ID=YJL094C_id001	3495	2256	4492	3080	3622	2969
chrX	yeastutrgff	primary_transcript	247230	251816	.	+	.	ID=YJL095W_tx0	4165	2517	2153	1358	1349	1457
chrX	SGD	primary_transcript	246453	247046	.	+	.	ypd=317;ID=YJL096W_id128	1736	1117	1520	1061	1224	1201
chrX	SGD	primary_transcript	245526	246298	.	+	.	ypd=28;ID=YJL097W_id101	4970	3269	2664	1732	1626	1583
chrX	SGD	primary_transcript	241374	245316	.	+	.	ypd=1;ID=YJL098W_id001	6352	4113	1938	1355	1206	1072
chrX	yeastutrgff	primary_transcript	239389	241779	.	+	.	ID=YJL099W_tx0	1676	1107	1583	1185	1182	1234
chrX	SGD	primary_transcript	236920	239167	.	+	.	ypd=2;ID=YJL100W_id003	1455	932	2290	1441	1989	1823
chrX	SGD	primary_transcript	234177	236507	.	-	.	ypd=24;ID=YJL101C_id055	4802	3132	3812	2523	1734	1701
chrX	SGD	primary_transcript	231259	233875	.	+	.	ypd=5;ID=YJL102W_id006	1397	915	1924	1320	1968	1860
chrX	SGD	primary_transcript	228831	231085	.	-	.	ypd=1;ID=YJL103C_id001	859	540	2065	1416	1516	1405
chrX	SGD	primary_transcript	227305	227944	.	+	.	ypd=309;ID=YJL104W_id251	3690	2482	1580	1147	1233	1223
chrX	yeastutrgff	primary_transcript	225030	226862	.	+	.	ID=YJL105W_tx0	99	73	121	69	65	72
chrX	SGD	primary_transcript	220845	223466	.	+	.	ypd=2;ID=YJL106W_id004	707	509	1569	1039	973	844
chrX	SGD	primary_transcript	217474	219184	.	-	.	ypd=1;ID=YJL108C_id002	897	568	981	641	1106	1062
chrX	yeastutrgff	primary_transcript	211875	217334	.	-	.	ID=YJL109C_tx0	11864	7453	3940	2628	834	628
chrX	SGD	primary_transcript	209819	211661	.	-	.	ypd=4;ID=YJL110C_id028	3217	2083	2169	1413	1110	1087
chrX	SGD	primary_transcript	207826	209700	.	+	.	ypd=27;ID=YJL111W_id049	17020	11184	6620	4530	4462	4505
chrX	SGD	primary_transcript	205287	207600	.	+	.	ypd=5;ID=YJL112W_id018	4047	2809	3721	2600	1534	1552
chrX	SGD	primary_transcript	196211	197228	.	+	.	ypd=46;ID=YJL115W_id106	4490	3117	2498	1654	2392	2056
chrX	SGD	primary_transcript	193546	195086	.	-	.	ypd=1;ID=YJL116C_id005	481	305	420	314	356	388
chrX	SGD	primary_transcript	192481	193487	.	+	.	ypd=165;ID=YJL117W_id280	5773	3783	3172	2048	2706	2548
chrX	SGD	primary_transcript	191638	192466	.	+	.	ypd=6;ID=YJL118W_id016	483	366	207	125	83	76
chrX	SGD	primary_transcript	190309	191102	.	-	.	ypd=82;ID=YJL121C_id311	6058	3752	2528	1554	959	833
chrX	SGD	primary_transcript	189699	190398	.	+	.	ypd=80;ID=YJL122W_id054	3692	2291	495	298	303	210
chrX	SGD	primary_transcript	187887	189448	.	-	.	ypd=10;ID=YJL123C_id015	10552	7088	7997	5637	5776	5712
chrX	SGD	primary_transcript	187016	187816	.	-	.	ypd=161;ID=YJL124C_id439	7301	4697	3275	2340	2179	2021
chrX	SGD	primary_transcript	185432	186718	.	-	.	ypd=14;ID=YJL125C_id035	3106	2094	1404	956	425	392
chrX	SGD	primary_transcript	184494	185545	.	+	.	ypd=19;ID=YJL126W_id039	1003	720	804	566	655	646
chrX	yeastutrgff	primary_transcript	182173	184245	.	-	.	ID=YJL127C_tx0	1852	1272	1338	897	705	691
chrX	SGD	primary_transcript	177949	180324	.	-	.	ypd=3;ID=YJL128C_id007	5010	3291	3866	2522	4259	3857
chrX	yeastutrgff	primary_transcript	173474	177331	.	-	.	ID=YJL129C_tx0	6303	4114	2668	1801	1779	1857
chrX	yeastutrgff	primary_transcript	165598	172392	.	-	.	ID=YJL130C_tx0	40904	25801	16128	11195	5787	4898
chrX	SGD	primary_transcript	164201	165379	.	-	.	ypd=4;ID=YJL131C_id043	1404	938	2314	1517	1326	1296
chrX	SGD	primary_transcript	160510	161686	.	+	.	ypd=14;ID=YJL133W_id060	2200	1506	2626	1718	747	672
chrX	SGD	primary_transcript	158152	159429	.	+	.	ypd=14;ID=YJL134W_id051	4076	2709	2911	1966	604	686
chrX	SGD	primary_transcript	156422	157287	.	-	.	ypd=748;ID=YJL136C_id1044	44195	29067	18825	12575	5874	4660
chrX	SGD	primary_transcript	154862	156210	.	-	.	ypd=3;ID=YJL137C_id018	1157	712	1662	1074	693	830
chrX	SGD	primary_transcript	153314	154742	.	-	.	ypd=77;ID=YJL138C_id330	57085	37559	20489	13930	7249	6631
chrX	SGD	primary_transcript	151581	153082	.	-	.	ypd=19;ID=YJL139C_id030	1533	927	1898	1351	611	717
chrX	SGD	primary_transcript	150867	151676	.	+	.	ypd=128;ID=YJL140W_id141	8202	5391	5415	3679	3869	3794
chrX	yeastutrgff	primary_transcript	147842	150415	.	-	.	ID=YJL141C_tx0	4948	3084	19486	12543	13772	12563
chrX	SGD	primary_transcript	147055	147877	.	+	.	ypd=1822;ID=YJL143W_id182	6759	4415	3353	2261	2091	2165
chrX	SGD	primary_transcript	146326	146905	.	+	.	ypd=10;ID=YJL144W_id012	351	199	7363	4718	8832	6000
chrX	SGD	primary_transcript	145125	146127	.	+	.	ypd=8;ID=YJL145W_id034	4364	2913	1656	1076	626	715
chrX	SGD	primary_transcript	143210	144938	.	+	.	ypd=2;ID=YJL146W_id006	1824	1114	1885	1276	1070	1017
chrX	SGD	primary_transcript	140380	141199	.	+	.	ypd=285;ID=YJL148W_id402	7415	4830	1684	1147	612	488
chrX	SGD	primary_transcript	137356	139428	.	+	.	ypd=2;ID=YJL149W_id005	1568	1023	1639	1037	2039	1930
chrX	SGD	primary_transcript	136299	136806	.	-	.	ypd=1221;ID=YJL151C_id276	4594	3194	5028	3238	6275	5012
chrX	yeastutrgff	primary_transcript	134207	135958	.	-	.	ID=YJL153C_tx0	1008	623	691	461	1099	874
chrX	yeastutrgff	primary_transcript	130976	133960	.	-	.	ID=YJL154C_tx0	7081	4742	6801	4714	7448	6402
chrX	SGD	primary_transcript	129118	130771	.	-	.	ypd=2;ID=YJL155C_id011	1948	1282	5182	3838	4260	4077
chrX	SGD	primary_transcript	126463	129004	.	-	.	ypd=1;ID=YJL156C_id005	3402	2299	2853	2000	1279	1471
chrX	yeastutrgff	primary_transcript	123711	126353	.	-	.	ID=YJL157C_tx0	7971	5163	1136	874	199	157
chrX	SGD	primary_transcript	122086	122985	.	-	.	ypd=259;ID=YJL158C_id653	30713	19572	11999	7506	3684	3638
chrX	SGD	primary_transcript	120395	122004	.	+	.	ypd=1141;ID=YJL159W_id137	61313	38286	43761	26669	117051	102928
chrX	SGD	primary_transcript	113767	115713	.	-	.	ypd=2;ID=YJL162C_id001	1491	941	875	564	380	325
chrX	SGD	primary_transcript	109875	111378	.	-	.	ypd=4;ID=YJL164C_id029	2350	1535	5423	3746	5877	5242
chrX	yeastutrgff	primary_transcript	106769	109486	.	-	.	ID=YJL165C_tx0	4760	3038	8230	5480	6898	5708
chrX	SGD	primary_transcript	106368	106887	.	+	.	ypd=17;ID=YJL166W_id138	4714	3127	6506	4275	11140	8358
chrX	SGD	primary_transcript	104958	106193	.	+	.	ypd=180;ID=YJL167W_id096	21217	13845	10437	7329	5905	6151
chrX	SGD	primary_transcript	102016	104521	.	-	.	ypd=2;ID=YJL168C_id003	6003	4027	3235	2398	2488	2213
chrX	SGD	primary_transcript	101123	101873	.	-	.	ypd=1;ID=YJL170C_id002	884	596	594	344	717	635
chrX	SGD	primary_transcript	99534	100926	.	-	.	ypd=83;ID=YJL171C_id034	2875	1930	3811	2692	5753	4663
chrX	SGD	primary_transcript	97706	99612	.	+	.	ypd=3;ID=YJL172W_id009	6894	4692	4137	2844	6350	5931
chrX	SGD	primary_transcript	96084	96537	.	-	.	ypd=34;ID=YJL173C_id073	2557	1746	1220	835	1005	886
chrX	SGD	primary_transcript	94977	96085	.	+	.	ypd=55;ID=YJL174W_id193	8685	5849	6039	4350	7866	7370
chrX	SGD	primary_transcript	91826	94593	.	-	.	ypd=2;ID=YJL176C_id003	5909	3918	4725	3084	2191	2329
chrX	SGD	primary_transcript	90765	91762	.	+	.	ypd=1647;ID=YJL177W_id857	38345	24711	10475	6841	2377	1843
chrX	SGD	primary_transcript	89159	90135	.	-	.	ypd=83;ID=YJL178C_id012	5663	3685	3007	2084	2367	2288
chrX	SGD	primary_transcript	88730	89249	.	+	.	ypd=396;ID=YJL179W_id176	1923	1360	933	673	509	516
chrX	SGD	primary_transcript	87481	88579	.	-	.	ypd=7;ID=YJL180C_id059	1735	1169	1408	973	944	857
chrX	SGD	primary_transcript	84003	85425	.	+	.	ypd=264;ID=YJL183W_id056	6821	4389	1925	1380	1427	1421
chrX	SGD	primary_transcript	83405	83895	.	+	.	ypd=35;ID=YJL184W_id102	1280	861	670	419	456	507
chrX	SGD	primary_transcript	81917	82981	.	-	.	ypd=5;ID=YJL185C_id030	637	419	1559	939	938	940
chrX	SGD	primary_transcript	80126	82033	.	+	.	ypd=71;ID=YJL186W_id047	8807	5802	4335	3120	1434	1504
chrX	SGD	primary_transcript	76700	79355	.	-	.	ypd=2;ID=YJL187C_id001	4491	2923	2385	1634	1166	1170
chrX	SGD	primary_transcript	75898	76613	.	+	.	ypd=1;ID=YJL189W_id004	53972	36039	23632	15320	5558	4129
chrX	SGD	primary_transcript	74759	75318	.	-	.	ypd=291;ID=YJL190C_id419	60647	40235	19862	13934	3747	2948
chrX	SGD	primary_transcript	73763	74716	.	+	.	ypd=2744;ID=YJL191W_id379	10527	6839	4861	3148	1210	912
chrX	SGD	primary_transcript	72619	73420	.	-	.	ypd=22;ID=YJL192C_id175	6259	4163	2804	1926	2281	2102
chrX	SGD	primary_transcript	69312	71016	.	+	.	ypd=1;ID=YJL194W_id002	1166	727	158	105	499	430
chrX	SGD	primary_transcript	67715	68805	.	-	.	ypd=131;ID=YJL196C_id060	11483	7382	6884	4709	6385	6481
chrX	SGD	primary_transcript	63766	67628	.	+	.	ypd=1;ID=YJL197W_id001	4987	3357	2536	1724	2246	2232
chrX	SGD	primary_transcript	60797	63566	.	+	.	ypd=4;ID=YJL198W_id013	7042	4737	3838	2545	317	258
chrX	SGD	primary_transcript	56319	58830	.	-	.	ypd=3;ID=YJL200C_id011	12946	8776	4122	2901	563	392
chrX	SGD	primary_transcript	54294	56359	.	+	.	ypd=2;ID=YJL201W_id001	2986	1960	2847	1983	1091	1086
chrX	SGD	primary_transcript	53319	54422	.	+	.	ypd=5;ID=YJL203W_id026	1427	998	1175	789	507	499
chrX	yeastutrgff	primary_transcript	50504	53176	.	-	.	ID=YJL204C_tx0	2489	1652	2200	1490	1130	1247
chrX	SGD	primary_transcript	50021	50452	.	-	.	ypd=25;ID=YJL205C_id147	672	483	614	360	463	441
chrX	yeastutrgff	primary_transcript	41264	47458	.	-	.	ID=YJL207C_tx0	7313	4779	4515	3137	1781	1742
chrX	SGD	primary_transcript	40080	41235	.	-	.	ypd=9;ID=YJL208C_id074	2623	1839	825	564	238	204
chrX	SGD	primary_transcript	37939	40067	.	+	.	ypd=3;ID=YJL209W_id001	2043	1354	1914	1353	1062	933
chrX	SGD	primary_transcript	36867	37797	.	+	.	ypd=88;ID=YJL210W_id102	2266	1480	3126	1968	1771	1446
chrX	SGD	primary_transcript	33662	36281	.	-	.	ypd=2;ID=YJL212C_id003	8368	5350	5063	3151	1790	1508
chrX	SGD	primary_transcript	31868	33496	.	+	.	ypd=1;ID=YJL213W_id001	654	402	3892	2517	2449	1850
chrX	yeastutrgff	primary_transcript	26862	28721	.	+	.	ID=YJL214W_tx0	134	65	134	85	81	84
chrX	yeastutrgff	primary_transcript	24216	26111	.	-	.	ID=YJL216C_tx0	637	397	603	441	217	215
chrX	SGD	primary_transcript	23126	23842	.	+	.	ypd=108;ID=YJL217W_id282	2174	1517	2336	1584	2401	2679
chrX	yeastutrgff	primary_transcript	19472	21325	.	+	.	ID=YJL219W_tx0	30	14	50	30	46	37
chrX	yeastutrgff	primary_transcript	16642	18561	.	-	.	ID=YJL221C_tx0	191	139	552	371	120	105
chrX	yeastutrgff	primary_transcript	11450	16249	.	+	.	ID=YJL222W_tx0	2490	1649	2590	1839	1076	1167
chrX	yeastutrgff	primary_transcript	8651	9163	.	-	.	ID=YJL223C_tx0	10	8	15	14	4	5
chrX	SGD	primary_transcript	436730	438741	.	+	.	ypd=3;ID=YJR001W_id004	8369	5286	6176	4077	2843	2919
chrX	SGD	primary_transcript	438835	441010	.	+	.	ypd=4;ID=YJR002W_id008	8512	5736	3541	2392	751	651
chrX	yeastutrgff	primary_transcript	442784	444886	.	-	.	ID=YJR004C_tx0	1884	1189	1117	789	566	596
chrX	SGD	primary_transcript	445875	448309	.	+	.	ypd=2;ID=YJR005W_id004	3914	2608	5157	3624	2399	2317
chrX	SGD	primary_transcript	449192	450736	.	+	.	ypd=2;ID=YJR006W_id012	3656	2355	2392	1664	1861	1890
chrX	SGD	primary_transcript	450924	452094	.	+	.	ypd=109;ID=YJR007W_id075	12906	8546	5747	3789	2470	2326
chrX	SGD	primary_transcript	452319	453514	.	+	.	ypd=5;ID=YJR008W_id042	1238	778	3933	2850	4944	5096
chrX	SGD	primary_transcript	453545	454729	.	-	.	ypd=28853;ID=YJR009C_id185	137916	88922	102781	67239	117814	91451
chrX	SGD	primary_transcript	457839	458382	.	-	.	ypd=8;ID=YJR010C-A_id054	1614	1139	1246	782	492	493
chrX	SGD	primary_transcript	456155	457903	.	+	.	ypd=4;ID=YJR010W_id004	6056	3938	3427	2309	793	714
chrX	SGD	primary_transcript	460342	461687	.	+	.	ypd=22;ID=YJR013W_id046	2389	1564	1703	1258	903	1048
chrX	SGD	primary_transcript	461817	462525	.	+	.	ypd=60;ID=YJR014W_id388	7398	4802	3610	2315	2505	2227
chrX	SGD	primary_transcript	464316	466223	.	-	.	ypd=6;ID=YJR016C_id012	47012	30789	18542	13050	1999	1649
chrX	SGD	primary_transcript	466279	467055	.	-	.	ypd=151;ID=YJR017C_id032	3973	2484	2293	1424	1931	1788
chrX	SGD	primary_transcript	467157	468295	.	-	.	ypd=4;ID=YJR019C_id031	1036	686	1699	1111	800	767
chrX	SGD	primary_transcript	468457	469614	.	-	.	ypd=10;ID=YJR021C_id022	1174	731	1804	1090	1123	1037
chrX	yeastutrgff	primary_transcript	469759	470238	.	+	.	ID=YJR022W_tx0	501	365	635	434	462	421
chrX	SGD	primary_transcript	470153	470980	.	-	.	ypd=1;ID=YJR024C_id001	3473	2380	1624	1160	905	897
chrX	SGD	primary_transcript	470986	471678	.	-	.	ypd=34;ID=YJR025C_id089	5365	3676	4016	2855	3696	3507
chrX	SGD	primary_transcript	486469	490911	.	-	.	ypd=3;ID=YJR031C_id002	5368	3482	2731	1905	801	891
chrX	SGD	primary_transcript	491058	492383	.	+	.	ypd=12;ID=YJR032W_id019	3275	2164	1439	922	1072	1057
